_Id,Forename,Surname,Address,Town,County,Year_Born,Gender,Commitment,Weakness,Height,Weight
5cc8ed62fc13ae3b0f000033,Putnam,Sneath,11 Lakewood Gardens Road,Pittsburgh,Pennsylvania,1991,Male,Good,Arm Action,203.4,77.32
5cc8ed62fc13ae3b0f000034,Annalee,Skyram,7 Marcy Parkway,Saint Louis,Missouri,1990,Female,Excellent,Turning,167.92,98.48
5cc8ed62fc13ae3b0f000035,Sonnie,Shord,2301 Mccormick Crossing,Saint Joseph,Missouri,1982,Male,Good,Arm Action,133.31,52.33
5cc8ed62fc13ae3b0f000036,Angus,Kasman,2 Hintze Park,Riverside,California,1983,Male,Excellent,Arm Action,192.38,55.08
5cc8ed62fc13ae3b0f000037,Koral,Huskinson,19 Jenna Parkway,Houston,Texas,1985,Female,Fair,Breathing,122.1,41.78
5cc8ed62fc13ae3b0f000038,Man,Hallex,5 Monterey Point,North Las Vegas,Nevada,1986,Male,Good,Arm Action,149.34,45.65
5cc8ed62fc13ae3b0f000039,Elliott,Copson,31303 5th Junction,Buffalo,New York,1982,Male,Fair,Breathing,134.47,86.87
5cc8ed62fc13ae3b0f00003a,Dunn,Senussi,2177 Emmet Plaza,Anchorage,Alaska,1993,Male,Good,Use of Feet,170.27,54.51
5cc8ed62fc13ae3b0f00003b,Glenna,Battany,1 Sutteridge Pass,Pompano Beach,Florida,2002,Female,Fair,Use of Feet,153.04,46.16
5cc8ed62fc13ae3b0f00003c,Alfons,McCaw,24261 Redwing Street,Washington,District of Columbia,1998,Male,Excellent,Breathing,182.98,65.07
5cc8ed62fc13ae3b0f00003d,Francois,Dashkov,5214 Maywood Alley,Amarillo,Texas,1993,Male,Good,Use of Feet,141.76,44.97
5cc8ed62fc13ae3b0f00003e,Clary,Leaney,42 Mariners Cove Circle,Colorado Springs,Colorado,1993,Female,Fair,Breathing,185.83,69.41
5cc8ed62fc13ae3b0f00003f,Heinrik,Antoniutti,181 Pierstorff Circle,Fort Collins,Colorado,2008,Male,Fair,Turning,202.92,91.68
5cc8ed62fc13ae3b0f000040,Petunia,Kubicek,8 Dahle Lane,Roanoke,Virginia,1984,Female,Excellent,Arm Action,212.29,70.18
5cc8ed62fc13ae3b0f000041,Yasmin,Jewks,4 Elka Junction,Miami,Florida,1981,Female,Good,Breathing,185.45,80.34
5cc8ed62fc13ae3b0f000042,Hilary,Ghiriardelli,43485 Banding Way,Houston,Texas,1980,Male,Excellent,Breathing,153.15,53.09
5cc8ed62fc13ae3b0f000043,Edithe,Carver,27 Mcbride Circle,Fresno,California,1992,Female,Good,Turning,173.35,76.2
5cc8ed62fc13ae3b0f000044,Gertie,Pietraszek,29 Karstens Street,Oklahoma City,Oklahoma,1980,Female,Excellent,Turning,176.93,48.08
5cc8ed62fc13ae3b0f000045,Jeffrey,Simeoli,3257 Meadow Vale Center,Fort Smith,Arkansas,2007,Male,Good,Use of Feet,183.6,69.95
5cc8ed62fc13ae3b0f000046,Dorena,Breen,643 Sauthoff Circle,Indianapolis,Indiana,1999,Female,Fair,Breathing,155.77,66.27
5cc8ed62fc13ae3b0f000047,Morey,Oby,481 Myrtle Place,Corpus Christi,Texas,1991,Male,Excellent,Turning,191.47,48.11
5cc8ed62fc13ae3b0f000048,Lori,Gristock,003 Stang Plaza,Boise,Idaho,1981,Female,Good,Turning,177.15,50.25
5cc8ed62fc13ae3b0f000049,Olin,Claye,77463 Mitchell Crossing,Washington,District of Columbia,1980,Male,Good,Turning,193.09,65.0
5cc8ed62fc13ae3b0f00004a,Jon,Brunotti,56 Moulton Crossing,Dayton,Ohio,1988,Male,Fair,Arm Action,139.76,44.53
5cc8ed62fc13ae3b0f00004b,Querida,Winckle,099 Gale Center,Chesapeake,Virginia,1992,Female,Excellent,Use of Feet,172.32,56.03
5cc8ed62fc13ae3b0f00004c,Matthus,Scroggs,91380 Kensington Avenue,Odessa,Texas,1997,Male,Fair,Arm Action,179.96,74.38
5cc8ed62fc13ae3b0f00004d,Zane,Balderston,2989 Steensland Pass,Charleston,West Virginia,1990,Male,Good,Arm Action,191.45,97.38
5cc8ed62fc13ae3b0f00004e,Alfy,Marcussen,2 Dwight Lane,Palatine,Illinois,1981,Male,Good,Breathing,131.97,68.27
5cc8ed62fc13ae3b0f00004f,Freddie,Padillo,73 Hooker Park,Alexandria,Virginia,2002,Female,Fair,Use of Feet,179.29,58.2
5cc8ed62fc13ae3b0f000050,Clemente,De Gouy,23986 Londonderry Trail,Lakewood,Washington,1990,Male,Fair,Turning,155.59,78.39
5cc8ed62fc13ae3b0f000051,Ariel,Gockelen,1 Jenna Parkway,Idaho Falls,Idaho,2006,Female,Good,Arm Action,132.33,60.22
5cc8ed62fc13ae3b0f000052,Esta,Mayler,3 Merrick Hill,Richmond,Virginia,1997,Female,Fair,Use of Feet,193.26,49.82
5cc8ed62fc13ae3b0f000053,Olivie,Adrien,03116 Melody Crossing,Washington,District of Columbia,1993,Female,Fair,Use of Feet,154.71,92.99
5cc8ed62fc13ae3b0f000054,Antonie,Dugget,90 Fairfield Court,Knoxville,Tennessee,2002,Female,Excellent,Breathing,120.2,73.25
5cc8ed62fc13ae3b0f000055,Kennan,Collister,88 Upham Hill,Fullerton,California,2002,Male,Fair,Use of Feet,142.41,50.73
5cc8ed62fc13ae3b0f000056,Xymenes,Tomei,5220 Sunbrook Place,Arlington,Texas,1997,Male,Good,Arm Action,209.35,61.41
5cc8ed62fc13ae3b0f000057,Shanon,Rubenchik,5 Granby Court,Santa Cruz,California,1998,Female,Good,Turning,196.0,78.63
5cc8ed62fc13ae3b0f000058,Morris,Gimbrett,76 Londonderry Road,Santa Barbara,California,2000,Male,Fair,Breathing,186.58,57.65
5cc8ed62fc13ae3b0f000059,Chris,Pittaway,62662 Surrey Street,Houston,Texas,1995,Female,Good,Use of Feet,124.18,92.13
5cc8ed62fc13ae3b0f00005a,Krystle,Reeves,922 Scoville Plaza,Boulder,Colorado,1981,Female,Excellent,Use of Feet,156.42,75.34
5cc8ed62fc13ae3b0f00005b,Orlando,Basindale,5 Trailsway Terrace,Sacramento,California,1996,Male,Good,Arm Action,198.99,79.31
5cc8ed62fc13ae3b0f00005c,Liliane,Graal,5 Gulseth Hill,Sacramento,California,2000,Female,Fair,Turning,189.07,58.93
5cc8ed62fc13ae3b0f00005d,Fleurette,Losty,1063 Farragut Alley,Bethesda,Maryland,1997,Female,Fair,Use of Feet,213.15,97.06
5cc8ed62fc13ae3b0f00005e,Stewart,Beaument,923 Pearson Point,Des Moines,Iowa,1992,Male,Good,Breathing,134.05,88.93
5cc8ed62fc13ae3b0f00005f,Franz,Benedtti,33 Weeping Birch Way,,,1998,Male,,,201.6,63.56
5cc8ed62fc13ae3b0f000060,Nealy,Ogg,8 Sundown Drive,Des Moines,Iowa,1982,Male,Fair,Arm Action,180.18,87.17
5cc8ed62fc13ae3b0f000061,Darci,Piddick,745 Hollow Ridge Drive,Bronx,New York,1988,Female,Good,Breathing,145.07,73.76
5cc8ed62fc13ae3b0f000062,Martie,Capponeer,88544 Claremont Lane,Memphis,Tennessee,1999,Male,Fair,Use of Feet,184.37,62.19
5cc8ed62fc13ae3b0f000063,Heywood,Guitonneau,1 Marquette Pass,Springfield,Illinois,1988,Male,Fair,Arm Action,203.48,52.76
5cc8ed62fc13ae3b0f000064,Alick,Stell,027 Marquette Court,Richmond,Virginia,2004,Male,Fair,Arm Action,185.57,49.5
5cc8ed62fc13ae3b0f000065,Sumner,Turone,05327 Blaine Hill,Lafayette,Louisiana,1990,Male,Excellent,Use of Feet,143.97,41.77
5cc8ed62fc13ae3b0f000066,Theobald,MacGuiness,31014 Northridge Street,Fort Wayne,Indiana,1995,Male,Good,Breathing,201.06,56.6
5cc8ed62fc13ae3b0f000067,Trudey,Sutherley,9208 American Plaza,Phoenix,Arizona,1981,Female,Excellent,Arm Action,195.06,74.38
5cc8ed62fc13ae3b0f000068,Reginauld,Garber,0196 Hudson Hill,Houston,Texas,1986,Male,Fair,Use of Feet,134.15,45.79
5cc8ed62fc13ae3b0f000069,Laurianne,Defont,4164 Maple Wood Road,Fargo,North Dakota,1997,Female,Fair,Arm Action,172.12,88.56
5cc8ed62fc13ae3b0f00006a,Geri,Lief,2996 Utah Hill,Lexington,Kentucky,2002,Female,Excellent,Use of Feet,159.67,46.45
5cc8ed62fc13ae3b0f00006b,Minette,Capnerhurst,638 Kim Circle,Lansing,Michigan,1988,Female,Fair,Arm Action,186.49,51.63
5cc8ed62fc13ae3b0f00006c,Justina,Ceresa,09298 Transport Alley,Littleton,Colorado,1992,Female,Excellent,Breathing,183.54,84.16
5cc8ed62fc13ae3b0f00006d,Teddy,Glascott,1 Heath Point,Lakeland,Florida,1990,Female,Fair,Turning,120.48,84.49
5cc8ed62fc13ae3b0f00006e,Gare,Addicott,39 Manley Street,Salt Lake City,Utah,1984,Male,Excellent,Breathing,181.54,50.5
5cc8ed62fc13ae3b0f00006f,Laverna,Dundendale,73 Mallory Center,Hartford,Connecticut,1999,Female,Fair,Use of Feet,141.04,49.0
5cc8ed62fc13ae3b0f000070,Wynn,Alger,991 Hansons Hill,Davenport,Iowa,1989,Female,Fair,Turning,140.38,70.02
5cc8ed62fc13ae3b0f000071,Leeanne,Bulfit,7328 Amoth Circle,Spokane,Washington,1998,Female,Excellent,Breathing,158.33,75.63
5cc8ed62fc13ae3b0f000072,Aleksandr,Corps,3034 Mariners Cove Crossing,Palmdale,California,1987,Male,Good,Turning,191.25,99.09
5cc8ed62fc13ae3b0f000073,Thatch,Goretti,66 La Follette Avenue,Sacramento,California,1995,Male,Excellent,Arm Action,167.26,84.54
5cc8ed62fc13ae3b0f000074,Milton,De Domenicis,05 Kenwood Junction,Houston,Texas,1982,Male,Fair,Arm Action,168.61,91.38
5cc8ed62fc13ae3b0f000075,Denys,Heaker,057 Riverside Crossing,Kent,Washington,2002,Female,Excellent,Turning,210.29,58.86
5cc8ed62fc13ae3b0f000076,Rochella,Grastye,770 Portage Avenue,Youngstown,Ohio,1992,Female,Excellent,Use of Feet,160.75,51.43
5cc8ed62fc13ae3b0f000077,Maxy,Corzon,154 Delladonna Park,Virginia Beach,Virginia,2008,Male,Good,Turning,202.89,61.84
5cc8ed62fc13ae3b0f000078,Lucio,Aldwick,33545 Cherokee Street,Fort Pierce,Florida,1988,Male,Good,Use of Feet,120.35,68.47
5cc8ed62fc13ae3b0f000079,Delinda,Gilberthorpe,3 Paget Pass,Houston,Texas,1991,Female,Fair,Arm Action,136.32,90.79
5cc8ed62fc13ae3b0f00007a,Erie,Bratton,3899 Buhler Way,Sioux City,Iowa,1995,Male,Fair,Breathing,147.42,57.18
5cc8ed62fc13ae3b0f00007b,Hadleigh,MacCurtain,92323 3rd Plaza,Everett,Washington,1985,Male,Fair,Use of Feet,132.58,92.47
5cc8ed62fc13ae3b0f00007c,Ronald,Langthorn,699 Sycamore Circle,Oakland,California,2001,Male,Excellent,Turning,206.41,59.17
5cc8ed62fc13ae3b0f00007d,Brigitta,Trumper,00 Stang Way,Mobile,Alabama,2002,Female,Excellent,Use of Feet,120.82,67.93
5cc8ed62fc13ae3b0f00007e,Raymund,Yesinin,8 Pepper Wood Way,Las Vegas,Nevada,1993,Male,Fair,Use of Feet,126.04,43.42
5cc8ed62fc13ae3b0f00007f,Jorrie,Chevolleau,3917 Lighthouse Bay Road,Houston,Texas,1985,Female,Good,Use of Feet,129.33,81.45
5cc8ed62fc13ae3b0f000080,Jenny,Terbeek,08557 Scoville Street,Albuquerque,New Mexico,2004,Female,Good,Use of Feet,172.59,84.25
5cc8ed62fc13ae3b0f000081,Myrle,Glasper,28399 Cody Drive,Marietta,Georgia,1988,Female,Good,Turning,126.53,45.62
5cc8ed62fc13ae3b0f000082,Boony,Overal,943 Oak Valley Trail,Spokane,Washington,2008,Male,Excellent,Arm Action,122.28,47.8
5cc8ed62fc13ae3b0f000083,Alain,Sinderson,686 Northfield Park,Cleveland,Ohio,1989,Male,Excellent,Arm Action,194.97,77.49
5cc8ed62fc13ae3b0f000084,Kellina,Hiley,82 Kensington Court,Albuquerque,New Mexico,1980,Female,Fair,Turning,162.84,50.96
5cc8ed62fc13ae3b0f000085,Felipa,Petters,356 Fremont Avenue,Los Angeles,California,1992,Female,Good,Use of Feet,178.0,90.08
5cc8ed62fc13ae3b0f000086,Arlina,Smithson,1716 Judy Lane,High Point,North Carolina,2003,Female,Excellent,Use of Feet,192.25,50.06
5cc8ed62fc13ae3b0f000087,Tony,Brayfield,50677 Merrick Avenue,Canton,Ohio,2000,Male,Fair,Use of Feet,156.7,77.73
5cc8ed62fc13ae3b0f000088,Rand,Holburn,7 Huxley Point,Tulsa,Oklahoma,1987,Male,Excellent,Breathing,182.66,68.79
5cc8ed62fc13ae3b0f000089,Andre,Palliser,3 Rigney Terrace,Jamaica,New York,1999,Male,Fair,Arm Action,181.85,63.47
5cc8ed62fc13ae3b0f00008a,Tamarah,Duberry,041 Anderson Parkway,Gary,Indiana,1995,Female,Fair,Use of Feet,201.94,95.8
5cc8ed62fc13ae3b0f00008b,Levy,MacGillreich,07449 Glacier Hill Drive,Montgomery,Alabama,1994,Male,Fair,Use of Feet,195.61,78.42
5cc8ed62fc13ae3b0f00008c,Halsey,Syfax,23 Mesta Way,Winston Salem,North Carolina,1986,Male,Excellent,Breathing,158.14,41.51
5cc8ed62fc13ae3b0f00008d,Merle,Monshall,00 Loftsgordon Park,Reston,Virginia,2006,Female,Good,Turning,181.54,75.92
5cc8ed62fc13ae3b0f00008e,Ira,Kiltie,75623 Comanche Terrace,Trenton,New Jersey,1994,Female,Good,Use of Feet,188.33,56.18
5cc8ed62fc13ae3b0f00008f,Lyda,Tomaszynski,9 Utah Center,Detroit,Michigan,2005,Female,Good,Arm Action,201.3,95.38
5cc8ed62fc13ae3b0f000090,Cletus,Duff,5399 Lakewood Street,Sioux Falls,South Dakota,1995,Male,Excellent,Turning,207.55,61.19
5cc8ed62fc13ae3b0f000091,Morna,Brokenshaw,7 David Center,El Paso,Texas,1993,Female,Fair,Turning,195.04,93.45
5cc8ed62fc13ae3b0f000092,Christiano,Sacco,4522 Mcguire Lane,Buffalo,New York,1980,Male,Fair,Arm Action,195.32,59.36
5cc8ed62fc13ae3b0f000093,Ossie,Blessed,0 Lyons Drive,Rochester,New York,1982,Male,Fair,Arm Action,135.18,68.6
5cc8ed62fc13ae3b0f000094,Averell,Lissandre,00602 Texas Drive,Detroit,Michigan,1992,Male,Excellent,Breathing,164.81,96.48
5cc8ed62fc13ae3b0f000095,Reggie,Woolis,7426 Maryland Point,Houston,Texas,1992,Female,Fair,Breathing,175.44,91.93
5cc8ed62fc13ae3b0f000096,Maggi,Newing,88704 Badeau Way,Portland,Oregon,2002,Female,Good,Turning,193.08,52.85
5cc8ed62fc13ae3b0f000097,Purcell,Comer,6413 Superior Center,North Hollywood,California,2004,Male,Fair,Turning,181.43,44.89
5cc8ed62fc13ae3b0f000098,Debra,Clemmett,11 Orin Parkway,Colorado Springs,Colorado,1983,Female,Excellent,Turning,135.55,45.5
5cc8ed62fc13ae3b0f000099,Lamont,Scoggin,59872 Farwell Place,Washington,District of Columbia,1996,Male,Excellent,Breathing,134.53,96.18
5cc8ed62fc13ae3b0f00009a,Jasper,Fawdery,1761 Lakewood Hill,Dallas,Texas,1998,Male,Good,Arm Action,198.43,47.23
5cc8ed62fc13ae3b0f00009b,Elias,Matiashvili,016 Raven Parkway,El Paso,Texas,1984,Male,Fair,Turning,172.06,71.03
5cc8ed62fc13ae3b0f00009c,Benita,Everard,32751 Tennyson Way,Washington,District of Columbia,1984,Female,Fair,Arm Action,186.68,43.02
5cc8ed62fc13ae3b0f00009d,Erie,Hollingshead,8 Oriole Terrace,Marietta,Georgia,1980,Male,Fair,Use of Feet,132.17,68.47
5cc8ed62fc13ae3b0f00009e,Marlin,Antyukhin,80 Truax Road,Toledo,Ohio,1995,Male,Fair,Turning,190.23,92.91
5cc8ed62fc13ae3b0f00009f,Kylen,Scriviner,30462 Cherokee Drive,Clearwater,Florida,1983,Female,Good,Use of Feet,208.33,52.3
5cc8ed62fc13ae3b0f0000a0,Jena,Fordyce,7325 Oakridge Plaza,Philadelphia,Pennsylvania,1984,Female,Fair,Breathing,199.58,43.81
5cc8ed62fc13ae3b0f0000a1,Brynna,Hancorn,41647 Oxford Alley,Brooklyn,New York,1985,Female,Excellent,Breathing,171.95,80.27
5cc8ed62fc13ae3b0f0000a2,Everard,Baccas,61352 Lakewood Court,Zephyrhills,Florida,2007,Male,Fair,Arm Action,191.18,56.78
5cc8ed62fc13ae3b0f0000a3,Tore,Vivers,8488 Mifflin Park,San Francisco,California,1994,Male,Fair,Turning,172.77,84.55
5cc8ed62fc13ae3b0f0000a4,Robbyn,Thunnercliff,6 7th Hill,Scottsdale,Arizona,1989,Female,Good,Turning,133.11,74.39
5cc8ed62fc13ae3b0f0000a5,Emmalynne,Aulsford,584 Michigan Terrace,Lafayette,Indiana,1998,Female,Excellent,Arm Action,165.84,81.95
5cc8ed62fc13ae3b0f0000a6,Darby,Schruurs,04876 Summit Trail,Brooklyn,New York,2002,Male,Excellent,Arm Action,164.1,61.66
5cc8ed62fc13ae3b0f0000a7,Bryant,Bunting,24 Heffernan Circle,Jackson,Tennessee,2001,Male,Excellent,Breathing,157.16,46.54
5cc8ed62fc13ae3b0f0000a8,Kippie,Tennet,9 Maple Wood Terrace,Raleigh,North Carolina,1987,Female,Excellent,Arm Action,159.84,78.48
5cc8ed62fc13ae3b0f0000a9,Cedric,Kelly,6 Scoville Crossing,Wichita,Kansas,1990,Male,Fair,Breathing,147.88,45.24
5cc8ed62fc13ae3b0f0000aa,Hyman,Olenchikov,61 Sutherland Alley,Sioux Falls,South Dakota,1997,Male,Good,Arm Action,201.87,91.45
5cc8ed62fc13ae3b0f0000ab,Gerti,McCathy,68 Caliangt Point,Columbia,Missouri,1982,Female,Fair,Turning,183.01,73.51
5cc8ed62fc13ae3b0f0000ac,Morissa,Hawkslee,111 Hanson Court,Syracuse,New York,1988,Female,Fair,Use of Feet,210.73,71.58
5cc8ed62fc13ae3b0f0000ad,Lucy,Sneyd,9 Brown Point,Metairie,Louisiana,1995,Female,Good,Arm Action,132.18,45.5
5cc8ed62fc13ae3b0f0000ae,Austen,Greeve,11314 Veith Place,Wilmington,Delaware,2005,Male,Excellent,Use of Feet,201.26,90.93
5cc8ed62fc13ae3b0f0000af,Winne,Finnigan,89069 Brown Point,Warren,Michigan,1999,Female,Excellent,Use of Feet,173.91,73.57
5cc8ed62fc13ae3b0f0000b0,Emlynn,Instone,3829 Utah Court,Ogden,Utah,2002,Female,Excellent,Use of Feet,123.49,92.71
5cc8ed62fc13ae3b0f0000b1,Ertha,Travis,3 Stone Corner Avenue,Whittier,California,1980,Female,Good,Use of Feet,123.48,69.22
5cc8ed62fc13ae3b0f0000b2,Antonie,Chamberlayne,2640 Independence Way,Little Rock,Arkansas,1993,Female,Good,Use of Feet,209.39,80.86
5cc8ed62fc13ae3b0f0000b3,Tandie,Deluze,70376 Dovetail Pass,El Paso,Texas,1981,Female,Fair,Breathing,194.3,86.27
5cc8ed62fc13ae3b0f0000b4,Sidnee,Bantock,21 Hazelcrest Parkway,Chico,California,1998,Male,Fair,Arm Action,145.72,81.3
5cc8ed62fc13ae3b0f0000b5,Blinny,Grigorio,28 Raven Place,Orlando,Florida,1991,Female,Excellent,Arm Action,198.09,40.53
5cc8ed62fc13ae3b0f0000b6,Bent,Hulstrom,147 Brown Plaza,San Angelo,Texas,1986,Male,Fair,Use of Feet,129.9,89.63
5cc8ed62fc13ae3b0f0000b7,Zsazsa,McDermot,9765 Mallard Way,Lexington,Kentucky,1983,Female,Good,Arm Action,212.33,60.3
5cc8ed62fc13ae3b0f0000b8,Wright,Tarbert,24 Wayridge Pass,Aurora,Colorado,1992,Male,Excellent,Turning,190.67,55.79
5cc8ed62fc13ae3b0f0000b9,Beatrix,Hegel,50658 Caliangt Avenue,Albuquerque,New Mexico,1988,Female,Fair,Arm Action,135.67,76.54
5cc8ed62fc13ae3b0f0000ba,Holli,Jiri,2 Ludington Plaza,Atlanta,Georgia,1992,Female,Good,Arm Action,161.81,77.65
